RBG_CYC_83755_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C5C5_0000_08_1 (269954 Points)
Capacity (mAh)	Voltage (V)
33.65	3.8569
37.02	3.8389
40.38	3.8216
43.75	3.8036
47.11	3.7859
50.48	3.7686
53.84	3.7512
57.21	3.7344
60.57	3.718
63.94	3.7019
67.3	3.6867
70.67	3.6724
74.03	3.6591
77.4	3.6467
80.76	3.6352
84.13	3.6244
87.49	3.6139
90.86	3.6036
94.22	3.5937
97.59	3.5841
100.95	3.5748
104.32	3.5655
107.68	3.5562
111.05	3.5463
114.41	3.5357
117.78	3.5233
121.14	3.5103
124.51	3.4957
127.87	3.4809
131.24	3.4706
134.6	3.4632
137.97	3.4557
141.33	3.4477
144.7	3.4393
148.06	3.4306
151.43	3.4204
154.79	3.4083
158.16	3.3866
161.52	3.3448
164.4	3.2948
164.89	3.2859
167.13	3.2359
168.25	3.208
169.96	3.1575
171.41	3.107
171.62	3.0998
172.8	3.0484
173.77	2.9997
0	3.0248
0.49	3.0753
1.25	3.1256
2.24	3.1758
3.37	3.2211
4.91	3.2716
6.73	3.3196
9.03	3.3696
10.1	3.3888
13.27	3.439
13.46	3.4412
16.83	3.4719
20.19	3.4821
23.56	3.4908
26.92	3.4995
30.29	3.5078
33.65	3.5156
37.02	3.5243
40.38	3.5336
43.75	3.5441
47.11	3.5568
50.48	3.5692
53.84	3.5822
57.21	3.5953
60.57	3.6073
63.94	3.6201
67.3	3.6331
70.67	3.6433
74.03	3.6526
77.4	3.6625
80.76	3.6721
84.13	3.6821
87.49	3.692
90.86	3.7028
94.22	3.7149
97.59	3.7273
100.95	3.7413
104.32	3.7555
107.68	3.771
111.05	3.7872
114.41	3.803
117.78	3.8197
121.14	3.8361
124.51	3.8532
127.87	3.8702
131.24	3.8867
134.6	3.9037
137.97	3.9208
141.33	3.9378
144.7	3.9555
148.06	3.9735
151.43	3.9915
154.79	4.0097
158.16	4.0287
161.52	4.0476
164.89	4.0674
168.25	4.0869
171.28	4.0975
172.94	4.0975
173.79	4.0975
0	4.0869
3.37	4.0398
6.73	4.0147
10.1	3.9927
13.46	3.9716
16.83	3.9512
20.19	3.9313
23.56	3.9121
26.92	3.8935
30.29	3.8752
33.65	3.8569
37.02	3.8389
40.38	3.8216
43.75	3.8039
47.11	3.7862
50.48	3.7686
53.84	3.7512
57.21	3.7341
60.57	3.718
63.94	3.7022
67.3	3.6867
70.67	3.6724
74.03	3.6591
77.4	3.6467
80.76	3.6356
84.13	3.6244
87.49	3.6139
90.86	3.6033
94.22	3.5934
97.59	3.5838
100.95	3.5748
104.32	3.5652
107.68	3.5562
111.05	3.5463
114.41	3.5357
117.78	3.5233
121.14	3.51
124.51	3.4957
127.87	3.4805
131.24	3.4706
134.6	3.4632
137.97	3.4554
141.33	3.4477
144.7	3.4393
148.06	3.4306
151.43	3.4204
154.79	3.4083
158.16	3.3863
161.52	3.3441
164.44	3.2939
164.89	3.2855
167.13	3.2353
168.25	3.2074
169.97	3.1572
171.4	3.107
171.62	3.0998
172.78	3.0496
173.76	2.9997
0	3.0248
0.49	3.0753
1.25	3.1256
2.23	3.1758
3.37	3.2211
4.9	3.2713
6.73	3.3196
9.02	3.3696
10.1	3.3891
13.28	3.4393
13.46	3.4415
16.83	3.4722
20.19	3.4821
23.56	3.4908
26.92	3.4995
30.29	3.5075
33.65	3.5159
37.02	3.5246
40.38	3.5336
43.75	3.5444
47.11	3.5565
50.48	3.5689
53.84	3.5822
57.21	3.5953
60.57	3.6077
63.94	3.6197
67.3	3.6328
70.67	3.6433
74.03	3.6526
77.4	3.6628
80.76	3.6721
84.13	3.6821
87.49	3.692
90.86	3.7028
94.22	3.7149
97.59	3.7276
100.95	3.7413
104.32	3.7558
107.68	3.771
111.05	3.7872
114.41	3.8033
117.78	3.8197
121.14	3.8364
124.51	3.8535
127.87	3.8702
131.24	3.887
134.6	3.904
137.97	3.9211
141.33	3.9381
144.7	3.9558
148.06	3.9735
151.43	3.9915
154.79	4.0097
158.16	4.0287
161.52	4.0479
164.89	4.0674
168.25	4.0873
171.27	4.0975
172.92	4.0975
173.77	4.0975
0	4.0869
3.37	4.0398
6.73	4.0147
10.1	3.9924
13.46	3.9713
16.83	3.9512
20.19	3.9313
23.56	3.9124
26.92	3.8932
30.29	3.8749
33.65	3.8569
37.02	3.8389
40.38	3.8216
43.75	3.8036
47.11	3.7859
50.48	3.7686
53.84	3.7512
57.21	3.7341
60.57	3.7177
63.94	3.7019
67.3	3.6867
70.67	3.6724
74.03	3.6591
77.4	3.6467
80.76	3.6352
84.13	3.6244
87.49	3.6139
90.86	3.6036
94.22	3.5937
97.59	3.5838
100.95	3.5748
104.32	3.5655
107.68	3.5562
111.05	3.5463
114.41	3.5357
117.78	3.5233
121.14	3.51
124.51	3.4957
127.87	3.4809
131.24	3.4706
134.6	3.4632
137.97	3.4557
141.33	3.4477
144.71	3.4393
148.07	3.4306
151.44	3.4204
154.8	3.4083
158.16	3.386
161.52	3.3441
164.41	3.2939
164.89	3.2852
167.14	3.235
168.25	3.2071
169.98	3.1569
171.41	3.1063
171.62	3.0992
172.78	3.0487
173.76	2.9994
0	3.0242
0.48	3.0747
1.25	3.1256
2.24	3.1758
3.37	3.2207
4.88	3.2707
6.73	3.3196
9.02	3.3696
10.1	3.3894
13.29	3.4396
13.46	3.4415
16.83	3.4722
20.19	3.4821
23.56	3.4908
26.92	3.4995
30.29	3.5075
33.65	3.5159
37.02	3.5246
40.38	3.5336
43.75	3.5444
47.11	3.5565
50.48	3.5692
53.84	3.5822
57.21	3.5953
60.57	3.6077
63.94	3.6201
67.3	3.6331
70.67	3.6433
74.03	3.6526
77.4	3.6625
80.76	3.6721
84.13	3.6821
87.49	3.6923
90.86	3.7028
94.22	3.7149
97.59	3.7276
100.95	3.7413
104.32	3.7558
107.68	3.771
111.05	3.7872
114.41	3.8033
117.78	3.82
121.14	3.8364
124.51	3.8535
127.87	3.8702
131.24	3.887
134.6	3.904
137.97	3.9211
141.33	3.9381
144.7	3.9558
148.06	3.9735
151.43	3.9915
154.79	4.0097
158.16	4.0287
161.52	4.0479
164.89	4.0674
168.25	4.0873
171.27	4.0972
172.91	4.0972
173.75	4.0975
0	4.0869
3.37	4.0398
6.73	4.0147
10.1	3.9924
13.46	3.9713
16.83	3.9512
20.19	3.9313
23.56	3.9121
26.92	3.8932
30.29	3.8749
33.65	3.8569
37.02	3.8389
40.38	3.8216
43.75	3.8036
47.11	3.7859
50.48	3.7686
53.84	3.7512
57.21	3.7341
60.57	3.7177
63.94	3.7019
67.3	3.6867
70.67	3.6724
74.03	3.6591
77.4	3.6467
80.76	3.6352
84.13	3.6244
87.49	3.6139
90.86	3.6036
94.22	3.5937
97.59	3.5838
100.95	3.5745
104.32	3.5655
107.68	3.5562
111.05	3.5463
114.41	3.5357
117.78	3.5233
121.14	3.51
124.51	3.4957
127.87	3.4809
131.24	3.4706
134.6	3.4629
140.7	3.4492
144.07	3.4409
147.43	3.4322
148.06	3.4306
151.43	3.4204
154.79	3.4083
158.16	3.386
161.52	3.3441
164.4	3.2939
164.89	3.2849
167.13	3.2347
168.25	3.2065
169.97	3.1563
171.4	3.1063
171.62	3.0986
172.78	3.0484
173.75	2.9988
0	3.0239
0.49	3.0744
1.26	3.1256
2.25	3.1761
3.37	3.2201
4.88	3.2703
6.73	3.3196
9.03	3.3696
10.1	3.3888
13.27	3.439
13.46	3.4412
16.83	3.4722
20.19	3.4821
23.56	3.4908
26.92	3.4995
30.29	3.5075
33.65	3.5156
37.02	3.5246
40.38	3.5336
43.75	3.5444
47.11	3.5568
50.48	3.5692
53.84	3.5822
57.21	3.5953
60.57	3.6077
63.94	3.6201
67.3	3.6331
70.67	3.6433
74.03	3.6526
77.4	3.6625
80.76	3.6721
84.13	3.6821
87.49	3.692
90.86	3.7028
94.22	3.7149
97.59	3.7273
100.95	3.7413
104.32	3.7558
107.68	3.771
111.05	3.7872
114.41	3.803
117.78	3.8197
121.14	3.8364
124.51	3.8532
127.87	3.8702
131.24	3.8867
134.6	3.9037
137.97	3.9208
141.33	3.9378
144.7	3.9555
148.06	3.9735
151.43	3.9911
154.79	4.0097
158.16	4.0287
161.52	4.0476
164.89	4.0674
168.25	4.0873
171.28	4.0975
172.93	4.0975
173.78	4.0975
0	4.0863
3.37	4.0398
6.73	4.0147
10.1	3.9927
13.46	3.9716
16.83	3.9512
20.19	3.9313
23.56	3.9121
26.92	3.8935
30.29	3.8749
33.65	3.8569
37.02	3.8389
40.38	3.8216
43.75	3.8039
47.11	3.7862
50.48	3.7686
53.84	3.7509
57.21	3.7341
60.57	3.7177
63.94	3.7019
67.3	3.6867
70.67	3.6721
74.03	3.6591
77.4	3.6467
80.76	3.6352
84.13	3.6244
87.49	3.6139
90.86	3.6033
94.22	3.5937
97.59	3.5841
100.95	3.5748
104.32	3.5652
107.68	3.5562
111.05	3.5463
114.41	3.5357
117.78	3.5233
121.14	3.51
124.51	3.4957
127.87	3.4809
131.24	3.4706
134.6	3.4629
137.97	3.4554
141.33	3.4477
144.7	3.4393
148.06	3.4306
151.43	3.4204
154.79	3.4083
158.16	3.3863
161.52	3.3441
164.4	3.2939
164.89	3.2846
167.16	3.2341
168.25	3.2068
169.97	3.1566
171.4	3.1063
171.62	3.0989
172.78	3.0484
173.74	2.9997
0	3.0251
0.5	3.0763
1.26	3.1265
2.28	3.1773
3.37	3.2204
4.88	3.2707
6.73	3.32
9.06	3.3702
10.1	3.3891
13.29	3.4393
13.46	3.4415
16.83	3.4719
20.19	3.4821
23.56	3.4908
26.92	3.4991
30.29	3.5075
33.65	3.5159
37.02	3.5246
40.38	3.5336
43.75	3.5441
47.11	3.5568
50.48	3.5692
53.84	3.5822
57.21	3.5953
60.57	3.6077
63.94	3.6201
67.3	3.6331
70.67	3.6433
74.03	3.6529
77.4	3.6625
80.76	3.6721
84.13	3.6821
87.49	3.6923
90.86	3.7028
94.22	3.7149
97.59	3.7276
100.95	3.7413
104.32	3.7558
107.68	3.771
111.05	3.7872
114.41	3.8033
117.78	3.82
121.14	3.8364
124.51	3.8535
127.87	3.8702
131.24	3.887
134.6	3.904
137.97	3.9211
141.33	3.9381
144.7	3.9558
148.06	3.9735
151.43	3.9915
154.79	4.0101
158.16	4.029
161.52	4.0479
164.89	4.0674
168.25	4.0873
171.26	4.0975
172.9	4.0972
173.72	4.0972
0	4.0869
3.37	4.0398
6.73	4.0147
10.1	3.9924
13.46	3.9713
16.83	3.9512
20.19	3.9313
23.56	3.9121
26.92	3.8932
30.29	3.8749
33.65	3.8566
37.02	3.8389
40.38	3.8216
43.75	3.8036
47.11	3.7859
50.48	3.7686
53.84	3.7509
57.21	3.7341
60.57	3.7177
63.94	3.7016
67.3	3.6864
70.67	3.6721
74.03	3.6591
77.4	3.6464
80.76	3.6352
84.13	3.6241
87.49	3.6139
90.86	3.6033
94.22	3.5934
97.59	3.5838
100.95	3.5745
104.32	3.5652
107.68	3.5559
111.05	3.546
114.41	3.5354
117.78	3.5233
121.14	3.5097
124.51	3.4954
127.87	3.4805
131.24	3.4706
134.6	3.4629
137.97	3.4554
141.33	3.4474
144.7	3.439
148.06	3.4303
151.43	3.4204
154.79	3.408
158.16	3.3854
161.52	3.3432
164.41	3.293
164.89	3.284
167.13	3.2338
168.25	3.2056
169.94	3.1553
171.38	3.1051
171.62	3.0964
172.77	3.0462
173.69	2.9994
0	3.0242
0.49	3.0744
1.23	3.1246
2.22	3.1749
3.37	3.2207
4.88	3.2707
6.73	3.3196
9.04	3.3699
10.1	3.3891
13.28	3.4393
13.46	3.4415
16.83	3.4719
20.19	3.4821
23.56	3.4908
26.92	3.4995
30.29	3.5075
33.65	3.5156
37.02	3.5246
40.38	3.5336
43.75	3.5441
47.11	3.5568
50.48	3.5692
53.84	3.5822
57.21	3.5953
60.57	3.6077
63.94	3.6201
67.3	3.6328
70.67	3.6433
74.03	3.6526
77.4	3.6628
80.76	3.6724
84.13	3.6821
87.49	3.692
90.86	3.7028
94.22	3.7149
97.59	3.7276
100.95	3.7416
104.32	3.7558
107.68	3.7713
111.05	3.7872
114.41	3.8033
117.78	3.82
121.14	3.8364
124.51	3.8535
127.87	3.8702
131.24	3.887
134.6	3.9043
137.97	3.9214
141.33	3.9384
144.7	3.9558
148.06	3.9738
151.43	3.9918
154.79	4.0104
158.16	4.0293
161.52	4.0485
164.89	4.0677
168.25	4.0876
171.24	4.0972
172.87	4.0975
173.7	4.0975
0	4.0869
3.37	4.0398
6.73	4.0147
10.1	3.9924
13.46	3.9713
16.83	3.9512
20.19	3.9313
23.56	3.9121
26.92	3.8932
30.29	3.8749
33.65	3.8566
37.02	3.8389
40.38	3.8216
43.75	3.8036
47.11	3.7859
50.48	3.7686
53.84	3.7512
57.21	3.7341
60.57	3.7177
63.94	3.7019
67.3	3.6864
70.67	3.6721
74.03	3.6591
77.4	3.6467
80.76	3.6352
84.13	3.6241
87.49	3.6139
90.86	3.6033
94.22	3.5937
97.59	3.5838
100.95	3.5745
104.32	3.5652
107.68	3.5559
111.05	3.546
114.41	3.5354
117.78	3.523
121.14	3.5097
124.51	3.4954
127.87	3.4805
131.24	3.4706
134.6	3.4629
137.97	3.4554
141.33	3.4474
144.7	3.439
148.06	3.4303
151.43	3.4204
154.79	3.408
158.16	3.3854
161.52	3.3429
164.41	3.2927
164.89	3.2837
167.12	3.2335
168.25	3.2049
169.96	3.1547
171.39	3.1045
171.62	3.0967
172.76	3.0465
173.67	2.9997
0	3.0248
0.5	3.0753
1.26	3.1259
2.24	3.1761
3.37	3.2207
4.88	3.2707
6.73	3.3196
9.03	3.3696
10.1	3.3891
13.28	3.4393
13.46	3.4415
16.83	3.4722
20.19	3.4821
23.56	3.4908
26.92	3.4995
30.29	3.5078
33.65	3.5159
37.02	3.5246
40.38	3.5336
43.75	3.5444
47.11	3.5568
50.48	3.5695
53.84	3.5825
57.21	3.5953
60.57	3.6077
63.94	3.6201
67.3	3.6331
70.67	3.6433
74.03	3.6529
77.4	3.6628
80.76	3.6724
84.13	3.6821
87.49	3.6923
90.86	3.7028
94.22	3.7149
97.59	3.7276
100.95	3.7416
104.32	3.7558
107.68	3.7713
111.05	3.7872
114.41	3.8033
117.78	3.8203
121.14	3.8368
124.51	3.8535
127.87	3.8705
131.24	3.8873
134.6	3.9043
137.97	3.9214
141.33	3.9384
144.7	3.9561
148.06	3.9738
151.43	3.9915
154.79	4.0104
158.16	4.0293
161.52	4.0485
164.89	4.0677
168.25	4.0876
171.24	4.0972
172.87	4.0975
173.68	4.0975
0	4.0869
3.37	4.0398
6.73	4.0147
10.1	3.9924
13.46	3.9713
16.83	3.9512
20.19	3.9313
23.56	3.9121
26.92	3.8932
30.29	3.8746
33.65	3.8566
37.02	3.8389
40.38	3.8216
43.75	3.8036
47.11	3.7859
50.48	3.7682
53.84	3.7512
57.21	3.7341
60.57	3.7177
63.94	3.7019
67.3	3.6867
70.67	3.6721
74.03	3.6591
77.4	3.6467
80.76	3.6352
84.13	3.6241
87.49	3.6139
90.86	3.6033
94.22	3.5934
97.59	3.5838
100.95	3.5748
104.32	3.5652
107.68	3.5559
111.05	3.546
114.41	3.5354
117.78	3.523
121.14	3.51
124.51	3.4954
127.87	3.4805
131.24	3.4706
134.6	3.4629
137.97	3.4554
141.33	3.4477
144.7	3.439
148.06	3.4303
151.43	3.4204
154.79	3.408
158.16	3.3857
161.52	3.3432
164.4	3.293
164.89	3.284
167.12	3.2338
168.25	3.2052
169.96	3.155
171.39	3.1048
171.62	3.0961
172.77	3.0459
173.68	2.9994
0	3.0248
0.5	3.0757
1.25	3.1259
2.24	3.1761
3.37	3.2211
4.9	3.2713
6.73	3.3196
9.02	3.3696
10.1	3.3891
13.28	3.4393
13.46	3.4415
16.83	3.4719
20.19	3.4821
23.56	3.4908
26.92	3.4995
30.29	3.5078
33.65	3.5159
37.02	3.5246
40.38	3.5339
43.75	3.5444
47.11	3.5568
50.48	3.5692
53.84	3.5822
57.21	3.5956
60.57	3.6077
63.94	3.6201
67.3	3.6331
70.67	3.6433
74.03	3.6529
77.4	3.6628
80.76	3.6721
84.13	3.6821
87.49	3.6923
90.86	3.7031
94.22	3.7149
97.59	3.7276
100.95	3.7416
104.32	3.7562
107.68	3.7713
111.05	3.7872
114.41	3.8036
117.78	3.8203
121.14	3.8368
124.51	3.8538
127.87	3.8705
131.24	3.8873
134.6	3.9043
137.97	3.9214
141.33	3.9384
144.7	3.9558
148.06	3.9738
151.43	3.9918
154.79	4.0104
158.16	4.0293
161.52	4.0485
164.89	4.068
168.25	4.0879
171.24	4.0975
172.87	4.0975
173.67	4.0972
0	4.0869
3.37	4.0398
6.73	4.0147
10.1	3.9927
13.46	3.9713
16.83	3.9508
20.19	3.9313
23.56	3.9121
26.92	3.8932
30.29	3.8749
33.65	3.8566
37.02	3.8389
40.38	3.8213
43.75	3.8036
47.11	3.7856
50.48	3.7682
53.84	3.7509
57.21	3.7341
60.57	3.7177
63.94	3.7016
67.3	3.6864
70.67	3.6721
74.03	3.6591
77.4	3.6464
80.76	3.6349
84.13	3.6241
87.49	3.6139
90.86	3.6033
94.22	3.5934
97.59	3.5838
100.95	3.5745
104.32	3.5652
107.68	3.5559
111.05	3.546
114.41	3.5354
117.78	3.523
121.14	3.5097
124.51	3.4954
127.87	3.4802
131.24	3.4703
134.6	3.4629
137.97	3.4554
141.33	3.4477
144.7	3.439
148.06	3.4303
151.43	3.4204
154.79	3.408
158.16	3.3854
161.52	3.3426
164.4	3.2924
164.89	3.2834
167.12	3.2331
168.25	3.2043
169.96	3.1541
171.38	3.1039
171.62	3.0949
172.77	3.0447
173.65	2.9997
0	3.0248
0.49	3.075
1.23	3.125
2.22	3.1752
3.37	3.2211
4.9	3.2713
6.73	3.3196
9.02	3.3696
10.1	3.3894
13.29	3.4396
13.46	3.4415
16.83	3.4722
20.19	3.4821
23.56	3.4908
26.93	3.4995
30.3	3.5078
33.66	3.5159
37.03	3.5246
40.39	3.5336
43.76	3.5444
47.12	3.5568
50.49	3.5695
53.85	3.5825
57.22	3.5956
60.58	3.6077
63.95	3.6201
67.31	3.6331
70.68	3.6433
74.04	3.6529
77.41	3.6628
80.77	3.6724
84.14	3.6824
87.5	3.6923
90.87	3.7031
94.23	3.7149
97.6	3.7276
100.96	3.7416
104.33	3.7562
107.69	3.7713
111.05	3.7875
114.41	3.8036
117.78	3.82
121.14	3.8368
124.51	3.8535
127.87	3.8705
131.24	3.8873
134.6	3.9043
137.97	3.9214
141.33	3.9384
144.7	3.9561
148.06	3.9741
151.43	3.9921
154.79	4.0104
158.16	4.0293
161.52	4.0485
164.89	4.068
168.25	4.0879
171.24	4.0975
172.86	4.0972
173.64	4.0972
0	4.0869
3.37	4.0398
6.73	4.0147
10.1	3.9924
13.46	3.9713
16.83	3.9512
20.19	3.9313
23.56	3.9118
26.92	3.8932
30.29	3.8749
37.02	3.8386
40.38	3.8209
43.75	3.8033
47.11	3.7856
50.48	3.7682
53.84	3.7509
57.21	3.7338
60.57	3.7174
63.94	3.7016
67.3	3.6864
70.67	3.6721
74.03	3.6588
77.4	3.6464
80.76	3.6349
84.13	3.6241
87.49	3.6139
90.86	3.6033
94.22	3.5934
97.59	3.5838
100.95	3.5745
104.32	3.5652
107.68	3.5559
111.05	3.5456
114.41	3.5351
117.78	3.523
121.14	3.5097
124.51	3.4954
127.87	3.4802
131.24	3.4703
134.6	3.4626
137.97	3.4551
141.33	3.4474
144.7	3.439
148.06	3.43
151.43	3.4198
154.79	3.4077
158.16	3.3851
161.52	3.342
164.38	3.2917
164.89	3.2821
167.12	3.2319
168.25	3.2031
169.96	3.1525
171.38	3.1023
171.62	3.0936
172.76	3.0434
173.61	2.9997
0	3.0248
0.49	3.076
1.26	3.1265
2.25	3.1767
3.37	3.2211
4.89	3.2713
6.73	3.32
9.04	3.3702
10.1	3.3891
13.27	3.4393
13.46	3.4415
16.83	3.4722
20.19	3.4821
23.56	3.4908
26.92	3.4995
30.29	3.5078
33.65	3.5159
37.02	3.5246
40.38	3.5336
43.75	3.5444
47.11	3.5568
50.48	3.5692
53.84	3.5825
57.21	3.5956
60.57	3.6077
63.94	3.6201
67.3	3.6331
70.67	3.6436
74.03	3.6529
77.4	3.6628
80.76	3.6724
84.13	3.6824
87.49	3.6926
90.86	3.7034
94.22	3.7152
97.59	3.7279
100.95	3.7419
104.32	3.7565
107.68	3.7717
111.05	3.7875
114.41	3.8036
117.78	3.8203
121.14	3.8371
124.51	3.8541
127.87	3.8709
131.24	3.8876
134.6	3.9046
137.97	3.922
141.33	3.9388
144.7	3.9564
148.06	3.9741
151.43	3.9921
154.79	4.0107
158.16	4.0296
161.52	4.0488
164.89	4.068
168.25	4.0882
171.22	4.0975
172.83	4.0975
173.65	4.0975
0	4.0869
3.37	4.0398
6.73	4.0147
10.1	3.9927
13.46	3.9716
16.83	3.9512
20.19	3.9313
23.56	3.9121
26.92	3.8932
30.29	3.8749
33.65	3.8569
37.02	3.8389
40.38	3.8213
43.75	3.8036
47.11	3.7859
50.48	3.7686
53.84	3.7512
57.21	3.7338
60.57	3.7177
63.94	3.7019
67.3	3.6867
70.67	3.6721
74.03	3.6591
77.4	3.6464
80.76	3.6352
84.13	3.6244
87.49	3.6139
90.86	3.6033
94.22	3.5937
97.59	3.5838
100.95	3.5748
104.32	3.5652
107.68	3.5559
111.05	3.546
114.41	3.5354
117.78	3.5233
121.14	3.5097
124.51	3.4954
127.87	3.4805
131.24	3.4706
134.6	3.4629
137.97	3.4554
141.33	3.4474
144.7	3.439
148.06	3.4303
151.43	3.4204
154.79	3.408
158.16	3.3854
161.52	3.3429
164.4	3.2927
164.89	3.2834
167.13	3.2331
168.25	3.2046
169.96	3.1544
171.38	3.1042
171.62	3.0955
172.77	3.045
173.66	2.9997
0	3.0251
0.49	3.0753
1.25	3.1256
2.24	3.1758
3.37	3.2207
4.87	3.2707
6.73	3.32
9.03	3.3702
10.1	3.3894
13.29	3.4396
13.46	3.4418
16.83	3.4722
20.19	3.4821
23.56	3.4908
26.92	3.4995
30.29	3.5078
33.65	3.5159
37.02	3.5246
40.38	3.5339
43.75	3.5444
47.11	3.5568
50.48	3.5692
53.84	3.5822
57.21	3.5953
60.57	3.6077
63.94	3.6204
67.3	3.6331
70.67	3.6433
74.03	3.6529
77.4	3.6628
80.76	3.6724
84.13	3.6824
87.49	3.6923
90.86	3.7031
94.22	3.7152
97.59	3.7279
100.95	3.7416
104.32	3.7562
107.68	3.7717
111.05	3.7878
114.41	3.8036
117.78	3.8203
121.14	3.8371
124.51	3.8538
127.87	3.8709
131.24	3.8876
134.6	3.9046
137.97	3.9214
141.33	3.9388
144.7	3.9564
148.06	3.9741
151.43	3.9921
154.79	4.0107
158.16	4.0296
161.52	4.0488
164.89	4.0683
168.25	4.0882
171.22	4.0975
172.82	4.0972
173.6	4.0972
0	4.0869
3.37	4.0398
6.73	4.0147
10.1	3.9924
13.46	3.9713
16.83	3.9508
20.19	3.931
23.56	3.9121
26.92	3.8932
30.29	3.8746
33.65	3.8563
37.02	3.8386
40.38	3.8213
43.75	3.8036
47.11	3.7859
50.48	3.7679
53.84	3.7509
57.21	3.7338
60.57	3.7177
63.94	3.7016
67.3	3.6864
70.67	3.6721
74.03	3.6591
77.4	3.6464
80.76	3.6349
84.13	3.6241
87.49	3.6135
90.86	3.603
94.22	3.5934
97.59	3.5835
100.95	3.5745
104.32	3.5649
107.68	3.5559
111.05	3.5456
114.41	3.5351
117.78	3.5227
121.14	3.5094
124.51	3.4948
127.87	3.4802
131.24	3.4703
134.6	3.4629
137.97	3.4551
141.33	3.4471
144.7	3.4387
148.06	3.43
151.43	3.4201
154.79	3.4077
158.16	3.3847
161.52	3.3417
164.37	3.2917
164.89	3.2818
167.12	3.2316
168.25	3.2028
169.93	3.1522
171.37	3.102
171.62	3.0927
172.75	3.0425
173.59	2.9997
0	3.0248
0.49	3.0753
1.25	3.1262
2.25	3.1764
3.37	3.2211
4.89	3.2713
6.73	3.3196
9.01	3.3696
10.1	3.3894
13.28	3.4396
13.46	3.4418
16.83	3.4722
20.19	3.4821
23.56	3.4908
26.92	3.4995
30.29	3.5078
33.65	3.5159
37.02	3.5246
40.38	3.5339
43.75	3.5447
47.11	3.5568
50.48	3.5692
53.84	3.5825
57.21	3.5956
60.57	3.608
63.94	3.6204
67.3	3.6334
70.67	3.6436
74.03	3.6529
77.4	3.6628
80.76	3.6724
84.13	3.6824
87.49	3.6923
90.86	3.7031
94.22	3.7152
97.59	3.7279
100.95	3.7419
104.32	3.7562
107.68	3.7717
111.05	3.7878
114.41	3.8036
117.78	3.8203
121.14	3.8371
124.51	3.8538
127.87	3.8709
131.24	3.8876
134.6	3.9043
137.97	3.9217
141.33	3.9388
144.7	3.9564
148.06	3.9741
151.43	3.9921
154.79	4.0107
158.16	4.0296
161.52	4.0488
164.89	4.0687
168.25	4.0885
171.2	4.0972
172.79	4.0972
173.56	4.0975
0	4.0869
3.37	4.0395
7.63	4.0085
10.1	3.9924
13.46	3.9713
16.83	3.9508
20.19	3.931
23.56	3.9121
26.92	3.8932
30.29	3.8746
33.65	3.8563
37.02	3.8386
40.38	3.8213
43.75	3.8036
47.11	3.7856
50.48	3.7682
53.84	3.7506
57.21	3.7338
60.57	3.7177
63.94	3.7016
67.3	3.6864
70.67	3.6718
74.03	3.6588
77.4	3.6464
80.76	3.6349
84.13	3.6241
87.49	3.6135
90.86	3.603
94.22	3.5931
97.59	3.5835
100.95	3.5745
104.32	3.5652
107.68	3.5559
111.05	3.5456
114.41	3.5351
117.78	3.5227
121.14	3.5094
124.51	3.4951
127.87	3.4802
131.24	3.4703
134.6	3.4626
137.97	3.4551
141.33	3.4474
144.7	3.4387
148.06	3.43
151.43	3.4198
154.79	3.4074
158.16	3.3844
161.52	3.3413
164.38	3.2911
164.89	3.2815
167.11	3.2313
168.25	3.2018
169.94	3.1516
171.36	3.1014
171.62	3.0915
172.76	3.0409
173.57	2.9991
0	3.0239
0.49	3.0747
1.25	3.1253
2.24	3.1755
3.37	3.2204
4.89	3.2707
6.73	3.3196
9.02	3.3696
10.1	3.3891
13.28	3.4393
13.46	3.4415
16.83	3.4722
20.19	3.4821
23.56	3.4908
26.92	3.4995
30.29	3.5078
33.65	3.5159
37.02	3.5246
40.38	3.5336
43.75	3.5444
47.11	3.5568
50.48	3.5692
53.84	3.5825
57.21	3.5956
60.57	3.6077
63.94	3.6201
67.3	3.6331
70.67	3.6433
74.03	3.6529
77.4	3.6628
80.76	3.6724
84.13	3.6824
87.49	3.6923
90.86	3.7031
94.22	3.7155
97.59	3.7279
100.95	3.7419
104.32	3.7565
107.68	3.7717
111.05	3.7878
114.41	3.8039
117.78	3.8206
121.14	3.8371
124.51	3.8541
127.87	3.8709
131.24	3.8876
134.6	3.9046
137.97	3.922
141.33	3.9391
144.7	3.9564
148.06	3.9744
151.43	3.9921
154.79	4.011
158.16	4.0299
161.52	4.0491
164.89	4.0683
168.25	4.0882
171.2	4.0975
172.8	4.0972
173.56	4.0972
0	4.0869
3.37	4.0398
6.73	4.0147
10.1	3.9924
13.46	3.9713
16.83	3.9505
20.19	3.931
23.56	3.9118
26.92	3.8929
30.29	3.8746
33.65	3.8563
37.02	3.8383
40.38	3.8209
43.75	3.8033
47.11	3.7856
50.48	3.7679
53.84	3.7506
57.21	3.7335
60.57	3.7174
63.94	3.7013
67.3	3.6861
70.67	3.6718
74.03	3.6585
77.4	3.6461
80.76	3.6349
84.13	3.6238
87.49	3.6135
90.86	3.603
94.22	3.5931
97.59	3.5835
100.95	3.5742
104.32	3.5649
107.68	3.5556
111.05	3.5456
114.41	3.5351
117.78	3.5227
121.14	3.5094
124.51	3.4951
127.87	3.4802
